caseid,commonweight,commonpostweight,vvweight,vvweight_post,tookpost,CCEStake,birthyr,gender,educ,race,race_other,hispanic,marstat,multrace_1,multrace_2,multrace_3,multrace_4,multrace_5,multrace_8,multrace_97,multrace_98,multrace_99,CC18_354a_1,CC18_354a_2,CC18_354a_3,CC18_354a_4,CC18_354a_5,CC18_354a_6,CC18_354a_7,CC18_354a_8,CC18_354a_9,CC18_354a_10,CC18_354a_11,CC18_354a_12,CC18_354a_t,CC18_354b_1,CC18_354b_2,CC18_354b_3,CC18_354b_4,CC18_354b_5,CC18_354b_6,CC18_354b_7,CC18_354b_8,CC18_354b_9,CC18_354b_10,CC18_354b_11,CC18_354b_12,CC18_354b_13,CC18_354b_14,CC18_354b_15,CC17_3534_t,comptype,add_confirm,inputzip,votereg,votereg_f,regzip,OScode,CompRating,region,sample_group,ccesmodule,CC18_300_1,CC18_300_2,CC18_300_3,CC18_300_4,CC18_300_5,CC18_300_6,CC18_300b,CC18_300c,CC18_300d_1,CC18_300d_2,CC18_300d_3,CC18_300d_4,CC18_300d_5,CC18_301,CC18_302,CC18_303_1,CC18_303_2,CC18_303_3,CC18_303_4,CC18_303_5,CC18_303_6,CC18_303_7,CC18_303_8,CC18_303_9,CC18_303_10,CC18_303_11,CC18_308a,CC18_308b,CC18_308c,CC18_308d,CC18_308e,CC18_309a,CC18_309b,CC18_309c,CC18_309d,CC18_310a,CC18_310b,CC18_310c,CC18_310d,CC18_311a,CC18_311b,CC18_311c,CC18_316,CC18_317,CC18_318a,CC18_320a,CC18_320c,CC18_320d,CC18_321a,CC18_321b,CC18_321c,CC18_321d,CC18_321e,CC18_321f,CC18_322a,CC18_322b,CC18_322c_new,CC18_322d_new,CC18_322c,CC18_322f,CC18_325a,CC18_325b,CC18_325c,CC18_325d,CC18_325e_new,CC18_325f_new,CC18_326,CC18_327a,CC18_327c,CC18_327d,CC18_327e,CC18_328b,CC18_328d,CC18_328e,CC18_328f,CC18_331a,CC18_331b,CC18_331c,CC18_332a,CC18_332b,CC18_332c,CC18_332e,CC18_334A,CC18_334B,CC18_334C,CC18_334D,CC18_334E,CC18_334F,CC18_334G,CC18_334H,CC18_334I,CC18_334J,CC18_334I2,CC18_334J2,CC18_334M,CC18_334N,CC18_334O,CC18_335,CC18_350,CC18_351,CC18_351_t,CC18_351a,CC18_351a_t,CC18_351b,CC18_351b_t,CC18_351c,CC18_351c_t,CC18_352,CC18_352_t,CC18_352a,CC18_352a_t,CC18_353,CC18_353_t,CC18_353a,CC18_353a_t,CC18_351x,CC18_351x_t,CC18_351bx,CC355bx_t,CC18_352x,CC18_352x_t,CC18_353x,CC18_353x_t,pid3,pid3_t,pid7,ownhome,ownhome_t,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,cit1,immstat,employ,employ_t,hadjob,urbancity,urbancity_t,citylength_1,citylength_2,child18,child18num,union,union_coverage,unionhh,investor,healthins_1,healthins_2,healthins_3,healthins_4,healthins_5,healthins_6,healthins_7,healthins2,internethome,internetwork,sexuality,trans,industryclass,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,religpew_t,religpew_protestant,religpew_protestant_t,religpew_baptist,religpew_baptist_t,religpew_methodist,religpew_methodist_t,religpew_nondenom,religpew_nondenom_t,religpew_lutheran,religpew_lutheran_t,religpew_presby,religpew_presby_t,religpew_pentecost,religpew_pentecost_t,religpew_episcop,religpew_episcop_t,religpew_christian,religpew_christian_t,religpew_congreg,religpew_congreg_t,religpew_holiness,religpew_holiness_t,religpew_reformed,religpew_reformed_t,religpew_advent,religpew_advent_t,religpew_catholic,religpew_catholic_t,religpew_mormon,religpew_mormon_t,religpew_orthodox,religpew_orthodox_t,religpew_jewish,religpew_jewish_t,religpew_muslim,religpew_muslim_t,religpew_buddhist,religpew_buddhist_t,religpew_hindu,religpew_hindu_t,ideo5,newsint,faminc_new,lookupzip,inputstate,cdid115,cdid116,HouseCand1Name,HouseCand2Name,HouseCand3Name,HouseCand4Name,HouseCand5Name,HouseCand6Name,HouseCand7Name,HouseCand1Party,HouseCand2Party,HouseCand3Party,HouseCand4Party,HouseCand5Party,HouseCand6Party,HouseCand7Party,SenCand1Name,SenCand2Name,SenCand3Name,SenCand1Party,SenCand2Party,SenCand3Party,SenCand1Name2,SenCand2Name2,SenCand3Name2,SenCand1Party2,SenCand2Party2,SenCand3Party2,GovCand1Name,GovCand2Name,GovCand3Name,GovCand1Party,GovCand2Party,GovCand3Party,CurrentHouseName,CurrentHouseParty,CurrentSen1Name,CurrentSen2Name,CurrentSen1Party,CurrentSen2Party,CurrentGovName,CurrentGovParty,LowerChamberName,LegName,countyfips,countyname,regzip_confirm_post,reszip_confirm_post,inputzip_post,votereg_post,votereg_f_post,regzip_post,OScode_post,CompRating_post,CC18_401,CC18_402a,CC18_402a_t,CC18_402b,CC18_402b_t,CC18_403,CC18_403b,CC18_404,CC18_404_t,CC18_405,CC18_406a,CC18_406b_1,CC18_406b_2,CC18_406b_3,CC18_406b_4,CC18_406b_t,CC18_406c,CC18_408,CC18_409,CC18_409_t,CC18_410b,CC18_410b_t,CC18_410bx,CC18_410bx_t,CC18_411,CC16_411_t,CC18_412,CC16_412_t,CC18_420a,CC18_420b,CC18_420c,CC18_410b_nv,CC18_410b_nv_t,CC18_410c_nv,CC18_410c_nv_t,CC18_411_nv,CC18_411_nv_t,CC18_412_nv,CC18_412_nv_t,CC18_412a,CC18_412b,CC18_413c,CC18_413d,CC18_414A,CC18_414B,CC18_414C,CC18_414D,CC18_414E,CC18_324a,CC18_324b,CC18_324c,CC18_324d,CC18_415a,CC18_415b,CC18_415c,CC18_415d,CC18_416,CC18_417_a,CC18_417_b,CC18_417_c,CC18_417_d,CC18_417_e,CC18_417a_1,CC18_417a_2,CC18_417a_3,CC18_417a_4,CC18_417a_5,CC18_417a_6,CC18_417a_7,CC18_417a_8,CC18_417b_1,CC18_417b_2,CC18_417b_3,CC18_417b_4,CC18_417b_5,CC18_417b_6,CC18_417b_7,CC18_417b_8,CC18_417b_9,CC18_417b_t,CC18_417c,CC18_418a,CC18_418bx_1,CC18_418bx_2,CC18_418bx_3,CC18_418bx_4,CC18_418bx_5,CC18_418bx_6,CC18_418bx_7,CC18_418bx_8,CC18_418bx_9,CC18_418bx_10,CC18_418bx_11,CC18_418b_t,CC18_421a,CC18_421_t,CC18_421_dem,CC18_421_rep,CC18_421b,CC18_app_dtrmp_post,CC18_422a,CC18_422b,CC18_422c,CC18_422d,CC18_422e,CC18_422f,CC18_422g,CC18_422h,CC18_423a,CC18_423b,CC18_423c,CC18_423a_other,CC18_423b_other,CC18_423c_other,CC18_426_1,CC18_426_2,CC18_426_3,CC18_426_4,CC18_426_5,CC18_427_a,CC18_427_b,CC18_427_c,CC18_427_d,numchildren,edloan,lookupzip_post,inputstate_post,cdid115_post,cdid116_post,HouseCand1Name_post,HouseCand2Name_post,HouseCand3Name_post,HouseCand4Name_post,HouseCand5Name_post,HouseCand6Name_post,HouseCand7Name_post,HouseCand1Party_post,HouseCand2Party_post,HouseCand3Party_post,HouseCand4Party_post,HouseCand5Party_post,HouseCand6Party_post,HouseCand7Party_post,SenCand1Name_post,SenCand2Name_post,SenCand3Name_post,SenCand1Party_post,SenCand2Party_post,SenCand3Party_post,SenCand1Name2_post,SenCand2Name2_post,SenCand3Name2_post,SenCand1Party2_post,SenCand2Party2_post,SenCand3Party2_post,GovCand1Name_post,GovCand2Name_post,GovCand3Name_post,GovCand1Party_post,GovCand2Party_post,GovCand3Party_post,CurrentHouseName_post,CurrentHouseParty_post,CurrentHouseGender_post,CurrentSen1Name_post,CurrentSen2Name_post,CurrentSen1Party_post,CurrentSen2Party_post,CurrentGovName_post,CurrentGovParty_post,AttCand1Name,AttCand2Name,AttCand1Party,AttCand2Party,SecCand1Name,SecCand2Name,SecCand1Party,SecCand2Party,TrsCand1Name,TrsCand2Name,TrsCand1Party,TrsCand2Party,LowerChamberName_post,LegName_post,CL_matched,CL_voter_status,CL_state,CL_party,CL_2018gvm,CL_2018pep,CL_2018pvm,starttime,endtime,starttime_post,endtime_post,DMA,dmaname
123464282,0.940543294,0.7936,0.740857995,0.641411802,2,1,1964,2,4,5,__NA__,1,1,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,1,2,2,__NA__,,,,,,,,,,,,,,,,__NA__,1,1,,1,1,,4,1,3,1,57,2,1,2,2,1,2,2,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,3,1,1,2,2,2,3,3,3,4,4,4,1,1,0,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,6,5,7,1,5,5,,1,1,6,,,1,6,,2,3,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,2,__NA__,,__NA__,2,__NA__,2,__NA__,3,__NA__,5,1,__NA__,2,2,2,1,2,1,5,7,__NA__,1,2,__NA__,53,,2,,3,2,2,2,1,2,2,2,2,2,2,,1,1,1,2,16,1,2,5,1,12,Christian,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,1,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,4,2,8,21061,24,3,3,John Sarbanes,Charles Anthony,David Lashar,,,,,Democratic,Republican,Libertarian,,,,,Ben Cardin,Tony Campbell,Neal Simon,Democratic,Republican,Independent,,,,,,,Ben Jealous,Larry Hogan,,Democratic,Republican,,John Sarbanes,Democratic,Ben Cardin,Chris Van Hollen,Democratic,Democratic,Larry Hogan,Republican,Maryland State House of Delegates,Maryland State General Assembly,24003,Anne Arundel MD,1,,,1,,,4,1,5,,__NA__,,__NA__,3,,,__NA__,,1,,,,,__NA__,,,,__NA__,2,__NA__,,__NA__,2,__NA__,2,__NA__,2,,,,__NA__,,__NA__,,__NA__,,__NA__,,,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,,,,,,,,,,__NA__,,2,,,,,,,,,,,,__NA__,3,__NA__,,,2,1,5,2,3,5,1,5,5,3,1,6,,__NA__,__NA__,__NA__,3,3,3,3,3,4,3,4,4,1,2,21061,24,3,3,John Sarbanes,Charles Anthony,David Lashar,,,,,Democratic,Republican,Libertarian,,,,,Ben Cardin,Tony Campbell,Neal Simon,Democratic,Republican,Independent,NA,NA,NA,NA,NA,NA,Ben Jealous,Larry Hogan,,Democratic,Republican,,John Sarbanes,Democratic,M,Ben Cardin,Chris Van Hollen,Democratic,Democratic,Larry Hogan,Republican,Brian Frosh,Craig Wolf,Democratic,Republican,,,,,,,,,Maryland State House of Delegates,Maryland State General Assembly,2,1,21,11,1,,,10/4/2018 2:47,10/9/2018 4:16,11/11/2018 0:41,11/11/2018 1:21,512,BALTIMORE
170169205,0.769723532,0.7388,0.425236259,0.415134475,2,1,1971,2,2,1,__NA__,2,1,2,2,2,2,2,2,,2,,,,,,,,,,,,,,__NA__,,,,,,,,,,,,,,,,__NA__,3,1,,1,1,,5,5,3,1,44,2,1,1,2,1,2,3,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,1,1,1,1,2,2,2,2,1,3,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,7,5,5,1,5,4,5,5,1,6,,,8,6,,2,1,2,__NA__,,__NA__,,__NA__,,__NA__,2,__NA__,,__NA__,2,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,2,__NA__,7,1,__NA__,2,2,2,2,1,1,5,7,__NA__,2,3,__NA__,23,1,2,,3,2,3,2,1,2,2,2,2,2,2,,1,3,1,2,,1,1,2,1,1,__NA__,1,__NA__,9,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,5,1,6,37650,47,1,1,Marty Olsen,Phil Roe,,,,,,Democratic,Republican,,,,,,Phil Bredesen,Marsha Blackburn,,Democratic,Republican,,,,,,,,Karl Dean,Bill Lee,,Democratic,Republican,,Phil Roe,Republican,Bob Corker,Lamar Alexander,Republican,Republican,Bill Haslam,Republican,Tennessee State House of Representatives,Tennessee State General Assembly,47171,Unicoi TN,1,,,1,,,5,5,5,,__NA__,,__NA__,2,,1,__NA__,,1,,,,,__NA__,,,,__NA__,2,__NA__,,__NA__,2,__NA__,2,__NA__,,,,,__NA__,,__NA__,,__NA__,,__NA__,,,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,,,,,,,,,__NA__,,2,,,,,,,,,,,,__NA__,2,__NA__,,1,,2,2,2,3,5,2,4,4,2,1,1,,__NA__,__NA__,__NA__,4,4,3,3,2,2,2,2,2,0,2,37650,47,1,1,Marty Olsen,Phil Roe,,,,,,Democratic,Republican,,,,,,Phil Bredesen,Marsha Blackburn,,Democratic,Republican,,NA,NA,NA,NA,NA,NA,Karl Dean,Bill Lee,,Democratic,Republican,,Phil Roe,Republican,M,Bob Corker,Lamar Alexander,Republican,Republican,Bill Haslam,Republican,,,,,,,,,,,,,Tennessee State House of Representatives,Tennessee State General Assembly,2,1,43,13,,6,2,10/2/2018 6:55,10/2/2018 7:32,11/12/2018 0:49,11/12/2018 1:08,531,"""TRI-CITIES"
175996005,1.491641811,1.3105,1.700093846,1.603264263,2,1,1958,2,3,1,__NA__,2,5,2,2,2,2,2,2,,2,,,,,,,,,,,,,,__NA__,,,,,,,,,,,,,,,,__NA__,1,,45662,1,1,,5,5,2,1,31,2,1,1,2,1,2,2,2,2,2,1,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,5,1,2,1,4,2,2,3,3,3,1,3,1,1,0,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,7,7,6,1,7,5,7,,1,7,,,8,1,,2,1,2,__NA__,,__NA__,,__NA__,,__NA__,2,__NA__,7,Jim Call,2,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,2,__NA__,7,2,__NA__,2,2,1,2,2,1,5,5,__NA__,2,1,__NA__,2,,2,,2,2,3,1,2,2,1,2,2,2,2,,3,1,1,2,22,1,1,1,1,1,__NA__,1,__NA__,1,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,5,1,2,45662,39,2,2,Jill Schiller,Brad Wenstrup,,,,,,Democratic,Republican,,,,,,Sherrod Brown,Jim Renacci,,Democratic,Republican,,,,,,,,Richard Cordray,Mike DeWine,Constance Gadell-Newton,Democratic,Republican,Green,Brad Wenstrup,Republican,Rob Portman,Sherrod Brown,Republican,Democratic,John Kasich,Republican,Ohio State House of Representatives,Ohio State General Assembly,39145,Scioto OH,1,,,1,,,5,5,5,,__NA__,,__NA__,2,,3,__NA__,,1,,,,,__NA__,,,,__NA__,2,__NA__,,__NA__,2,__NA__,2,__NA__,2,2,2,,__NA__,,__NA__,,__NA__,,__NA__,,,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,,,,,,,,,,__NA__,,2,,,,,,,,,,,,__NA__,2,__NA__,,1,,1,4,4,3,2,2,3,3,3,1,1,,__NA__,__NA__,__NA__,3,1,3,3,3,3,3,2,3,0,2,45662,39,2,2,Jill Schiller,Brad Wenstrup,,,,,,Democratic,Republican,,,,,,Sherrod Brown,Jim Renacci,,Democratic,Republican,,NA,NA,NA,NA,NA,NA,Richard Cordray,Mike DeWine,Constance Gadell-Newton,Democratic,Republican,Green,Brad Wenstrup,Republican,M,Rob Portman,Sherrod Brown,Republican,Democratic,John Kasich,Republican,Steven Dettelbach,Dave Yost,Democratic,Republican,Kathleen Clyde,Frank LaRose,Democratic,Republican,Rob Richardson,Robert Sprague,Democratic,Republican,Ohio State House of Representatives,Ohio State General Assembly,2,1,36,13,5,,,10/7/2018 0:48,10/7/2018 1:38,11/12/2018 21:49,11/12/2018 22:19,564,CHARLESTON-HUNTINGTON
176818556,5.104709154,4.6304,5.946728609,5.658839979,2,1,1946,2,6,4,__NA__,2,1,2,2,2,2,2,2,,2,,,,,,,,,,,,,,__NA__,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,__NA__,3,1,,1,1,,5,4,4,1,7,2,1,1,2,1,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,4,4,5,5,4,1,1,4,4,3,3,3,2,4,1,2,1,2,5,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,3,2,7,3,7,6,,2,3,8,,,2,7,,1,1,1,__NA__,,__NA__,,__NA__,,__NA__,1,__NA__,,__NA__,1,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,3,__NA__,3,1,__NA__,2,2,2,1,2,1,1,5,__NA__,2,2,__NA__,6,6,2,,3,2,3,1,1,2,2,2,2,2,2,,1,3,1,2,14,2,2,5,5,1,__NA__,3,__NA__,,__NA__,,__NA__,90,Nondenominational Protestant,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,3,1,13,92637,6,45,45,Katie Porter,Mimi Walters,,,,,,Democratic,Republican,,,,,,Dianne Feinstein,Kevin de Leon,,Democratic,Democratic,,,,,,,,Gavin Newsom,John H. Cox,,Democratic,Republican,,Mimi Walters,Republican,Dianne Feinstein,Kamala Harris,Democratic,Democratic,Jerry Brown,Democratic,California State Assembly,California State Legislature,6059,Orange CA,1,,,1,,,5,4,5,,__NA__,,__NA__,3,,,__NA__,,1,,,,,__NA__,,,,__NA__,1,__NA__,,__NA__,1,__NA__,1,__NA__,1,1,1,,__NA__,,__NA__,,__NA__,,__NA__,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,__NA__,,2,,,,,,,,,,,,__NA__,3,__NA__,,,1,4,2,5,5,1,1,4,5,4,1,1,,__NA__,__NA__,__NA__,3,1,2,3,3,3,3,3,2,0,2,92637,6,45,45,Katie Porter,Mimi Walters,,,,,,Democratic,Republican,,,,,,Dianne Feinstein,Kevin de Leon,,Democratic,Democratic,,NA,NA,NA,NA,NA,NA,Gavin Newsom,John H. Cox,,Democratic,Republican,,Mimi Walters,Republican,F,Dianne Feinstein,Kamala Harris,Democratic,Democratic,Jerry Brown,Democratic,Xavier Becerra,Steven Bailey,Democratic,Republican,Alex Padilla,Mark P. Meuser,Democratic,Republican,Fiona Ma,Greg Conlon,Democratic,Republican,California State Assembly,California State Legislature,2,1,5,4,3,,3,10/11/2018 15:20,10/11/2018 16:18,11/11/2018 13:24,11/11/2018 14:00,803,LOS ANGELES
202120533,0.466526378,0.3745,0.412451323,0.42232682,2,1,1972,2,2,1,__NA__,2,1,2,2,2,2,2,2,,2,,,,,,,,,,,,,,__NA__,,,,,,,,,,,,,,,,__NA__,3,1,,1,1,,5,4,3,1,57,2,1,1,2,1,2,1,1,2,2,2,1,2,3,5,2,2,2,2,2,2,2,2,2,1,2,3,4,3,4,4,4,4,1,1,2,2,2,3,2,4,4,1,2,0,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,3,7,6,3,7,7,7,6,,,,,3,8,,1,1,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,8,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,1,__NA__,2,1,__NA__,2,2,2,1,2,1,5,6,__NA__,2,2,__NA__,15,0,1,1,2,2,2,2,1,1,2,2,2,2,2,,1,3,1,2,,1,2,4,2,1,pentacostal,6,__NA__,90,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,4,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,2,2,4,40229,21,3,3,John Yarmuth,Vickie Yates Glisson,,,,,,Democratic,Republican,,,,,,,,,,,,,,,,,,,,,,,,John Yarmuth,Democratic,Mitch McConnell,Rand Paul,Republican,Republican,Matt Bevin,Republican,Kentucky State House of Representatives,Kentucky State General Assembly,21111,Jefferson KY,1,,,1,,,5,4,5,,__NA__,,__NA__,1,1,2,__NA__,,1,,,,,__NA__,,1,,__NA__,,__NA__,,__NA__,,__NA__,1,__NA__,4,4,4,,__NA__,,__NA__,,__NA__,,__NA__,,,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,,,,,,,,,,__NA__,,2,,,,,,,,,,,,__NA__,1,__NA__,2,,,3,3,4,3,3,1,5,5,1,1,6,,__NA__,__NA__,__NA__,2,1,2,1,3,2,3,4,4,3,2,40229,21,3,3,John Yarmuth,Vickie Yates Glisson,,,,,,Democratic,Republican,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,John Yarmuth,Democratic,M,Mitch McConnell,Rand Paul,Republican,Republican,Matt Bevin,Republican,Sarah Swain,Derek Schmidt,Democratic,Republican,Brian McClendon,Scott Schwab,Democratic,Republican,Marci Francisco,Jacob LaTurner,Democratic,Republican,Kentucky State House of Representatives,Kentucky State General Assembly,2,1,18,3,5,,,10/8/2018 2:31,10/8/2018 3:03,11/15/2018 1:04,11/15/2018 1:57,529,LOUISVILLE
226449148,0.814107667,,,,1,1,1995,2,1,1,__NA__,2,1,2,2,2,2,2,2,,2,,,,,,,,,,,,,,__NA__,,,,,,,,,,,,,,,,__NA__,1,,85041,2,,,4,1,4,1,24,2,2,2,2,1,2,,,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,1,2,3,3,4,3,3,4,4,4,4,5,5,1,1,5,5,5,2,,4,1,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1,2,8,8,8,8,8,8,8,8,8,8,,,8,,,1,6,8,__NA__,,__NA__,,__NA__,,__NA__,8,__NA__,,__NA__,8,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,3,__NA__,4,2,__NA__,2,2,2,1,2,1,5,1,__NA__,,4,__NA__,23,,1,1,3,2,3,2,1,2,2,2,2,2,2,,1,1,4,2,9,2,4,6,7,11,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,6,7,7,85041,4,7,7,Ruben Gallego,,,,,,,Democratic,,,,,,,Kyrsten Sinema,Martha McSally,,Democratic,Republican,,,,,,,,David Garcia,Doug Ducey,,Democratic,Republican,,Ruben Gallego,Democratic,Jeff Flake,Jon Kyl,Republican,Republican,Doug Ducey,Republican,Arizona State House of Representatives,Arizona State Legislature,4013,Maricopa AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10/13/2018 23:34,10/13/2018 23:53,,,753,PHOENIX (PRESCOTT)
238205342,0.789203808,,,,1,1,1971,2,2,1,__NA__,2,3,2,2,2,2,2,2,,2,,,,,,,,,,,,,,__NA__,,,,,,,,,,,,,,,,__NA__,2,2,96778,2,,,4,1,4,1,58,2,2,1,1,1,2,,2,1,2,2,2,1,4,4,2,2,2,2,2,2,2,2,1,1,2,5,5,2,2,2,4,4,4,4,5,1,2,3,2,5,2,2,,0,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,8,8,8,8,8,8,8,,8,8,,,8,8,,1,5,1,__NA__,,__NA__,,__NA__,,__NA__,1,__NA__,,__NA__,1,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,3,__NA__,4,2,__NA__,2,2,2,1,2,1,5,6,__NA__,2,4,__NA__,6,7,2,,3,2,3,2,2,1,2,2,2,2,2,,1,1,1,2,,1,2,4,1,12,Pentacostal,6,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,90,Grassroot,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,,__NA__,6,4,1,96778,15,2,2,Tulsi Gabbard,Brian Evans,,,,,,Democratic,Republican,,,,,,Mazie Hirono,Ron Curtis,,Democratic,Republican,,,,,,,,David Ige,Andria Tupola,,Democratic,Republican,,Tulsi Gabbard,Democratic,Brian E. Schatz,Mazie K. Hirono,Democratic,Democratic,David Ige,Democratic,Hawaii State House of Representatives,Hawaii State Legislature,15001,Hawaii HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10/7/2018 23:40,10/7/2018 23:59,,,744,HONOLULU
