US,NAME,LBF,UE19B,PU19B,UE07MAR,PU07MAR,UE14MAR,PU14MAR,UE21MAR,PU21MAR,UE28MAR,PU28MAR,UE04APR,PU04APR,UE11APR,PU11APR,UE18APR,PU18APR,UE25APR,PU25APR,UE02MAY,PU02MAY,UE09MAY,PU09MAY,UE16MAY,PU16MAY
"00","United States",166378320,5601070,3.37,5792857,3.48,6037767,3.63,8815231,5.30,14572985,8.76,20520008,12.33,25281962,15.20,29431084,17.69,32821544,19.73,35574676,21.38,37848052,22.75,39943884,24.01
