ZI,NAME,LBF,UE19B,PU19B,UE07MAR,PU07MAR,UE14MAR,PU14MAR,UE21MAR,PU21MAR,UE28MAR,PU28MAR,UE04APR,PU04APR,UE11APR,PU11APR,UE18APR,PU18APR,UE25APR,PU25APR,UE02MAY,PU02MAY,UE09MAY,PU09MAY,UE16MAY,PU16MAY
"14489","Lyons",3477,206,5.92,211,6.07,216,6.21,242,6.96,362,10.41,476,13.69,606,17.43,673,19.36,745,21.43,809,23.27,875,25.17,949,27.29
"14502","Macedon",5578,92,1.65,100,1.79,108,1.94,154,2.76,364,6.53,562,10.08,788,14.13,906,16.24,1032,18.50,1144,20.51,1258,22.55,1388,24.88
"14504","Manchester",860,25,2.91,26,3.02,27,3.14,33,3.84,62,7.21,88,10.23,119,13.84,135,15.70,152,17.67,167,19.42,183,21.28,200,23.26
"14505","Marion",2415,61,2.53,64,2.65,67,2.77,84,3.48,165,6.83,241,9.98,328,13.58,373,15.45,421,17.43,464,19.21,508,21.04,558,23.11
"14506","Mendon",702,13,1.85,14,1.99,15,2.14,20,2.85,41,5.84,62,8.83,86,12.25,98,13.96,111,15.81,123,17.52,135,19.23,148,21.08
"14507","Middlesex",719,26,3.62,26,3.62,27,3.76,32,4.45,52,7.23,71,9.87,93,12.93,104,14.46,116,16.13,127,17.66,138,19.19,150,20.86
"14510","Mount Morris",2690,137,5.09,141,5.24,144,5.35,163,6.06,250,9.29,332,12.34,425,15.80,474,17.62,526,19.55,572,21.26,619,23.01,673,25.02
"14511","Mumford",263,9,3.42,9,3.42,9,3.42,11,4.18,20,7.60,28,10.65,38,14.45,43,16.35,48,18.25,53,20.15,57,21.67,63,23.95
"14512","Naples",2087,75,3.59,77,3.69,80,3.83,95,4.55,163,7.81,227,10.88,301,14.42,339,16.24,380,18.21,416,19.93,453,21.71,496,23.77
"14513","Newark",6237,308,4.94,316,5.07,326,5.23,377,6.04,610,9.78,829,13.29,1081,17.33,1211,19.42,1351,21.66,1475,23.65,1602,25.69,1747,28.01
"14514","North Chili",3786,206,5.44,210,5.55,215,5.68,242,6.39,367,9.69,483,12.76,617,16.30,687,18.15,761,20.10,827,21.84,895,23.64,972,25.67
"14516","North Rose",1063,49,4.61,50,4.70,52,4.89,59,5.55,96,9.03,130,12.23,169,15.90,190,17.87,211,19.85,231,21.73,250,23.52,273,25.68
"14517","Nunda",1073,48,4.47,49,4.57,50,4.66,56,5.22,87,8.11,115,10.72,147,13.70,164,15.28,182,16.96,198,18.45,215,20.04,233,21.71
"14519","Ontario",6131,138,2.25,147,2.40,155,2.53,204,3.33,427,6.96,637,10.39,877,14.30,1002,16.34,1135,18.51,1254,20.45,1376,22.44,1514,24.69
"14521","Ovid",1332,56,4.20,58,4.35,60,4.50,69,5.18,113,8.48,154,11.56,201,15.09,226,16.97,252,18.92,275,20.65,299,22.45,326,24.47
"14522","Palmyra",5039,153,3.04,161,3.20,168,3.33,208,4.13,394,7.82,568,11.27,768,15.24,872,17.31,983,19.51,1082,21.47,1183,23.48,1297,25.74
"14525","Pavilion",1587,60,3.78,61,3.84,63,3.97,73,4.60,118,7.44,160,10.08,209,13.17,234,14.74,261,16.45,285,17.96,309,19.47,337,21.24
"14526","Penfield",10762,228,2.12,241,2.24,254,2.36,328,3.05,665,6.18,982,9.12,1345,12.50,1533,14.24,1735,16.12,1915,17.79,2098,19.49,2306,21.43
"14527","Penn Yan",5928,184,3.10,192,3.24,199,3.36,241,4.07,433,7.30,613,10.34,820,13.83,927,15.64,1042,17.58,1144,19.30,1248,21.05,1367,23.06
"14530","Perry",2388,80,3.35,83,3.48,86,3.60,102,4.27,179,7.50,251,10.51,333,13.94,376,15.75,422,17.67,463,19.39,504,21.11,552,23.12
"14532","Phelps",2328,46,1.98,48,2.06,51,2.19,67,2.88,139,5.97,206,8.85,284,12.20,324,13.92,367,15.76,405,17.40,445,19.12,489,21.01
"14533","Piffard",1218,59,4.84,60,4.93,62,5.09,69,5.67,105,8.62,139,11.41,177,14.53,197,16.17,219,17.98,238,19.54,257,21.10,279,22.91
"14534","Pittsford",15544,292,1.88,310,1.99,328,2.11,431,2.77,899,5.78,1339,8.61,1843,11.86,2105,13.54,2386,15.35,2635,16.95,2890,18.59,3179,20.45
"14536","Portageville",341,18,5.28,18,5.28,19,5.57,21,6.16,32,9.38,42,12.32,53,15.54,59,17.30,66,19.35,72,21.11,77,22.58,84,24.63
"14541","Romulus",1022,32,3.13,34,3.33,35,3.42,42,4.11,73,7.14,103,10.08,137,13.41,154,15.07,173,16.93,190,18.59,207,20.25,226,22.11
"14543","Rush",1465,23,1.57,25,1.71,27,1.84,37,2.53,83,5.67,127,8.67,177,12.08,203,13.86,230,15.70,255,17.41,280,19.11,309,21.09
"14544","Rushville",1097,41,3.74,42,3.83,44,4.01,51,4.65,84,7.66,114,10.39,150,13.67,168,15.31,188,17.14,205,18.69,223,20.33,243,22.15
"14545","Scottsburg",118,3,2.54,3,2.54,3,2.54,4,3.39,7,5.93,11,9.32,15,12.71,17,14.41,19,16.10,21,17.80,23,19.49,26,22.03
"14546","Scottsville",2850,68,2.39,72,2.53,76,2.67,98,3.44,196,6.88,289,10.14,396,13.89,451,15.82,511,17.93,563,19.75,617,21.65,678,23.79
"14548","Shortsville",2269,67,2.95,70,3.09,73,3.22,87,3.83,154,6.79,218,9.61,290,12.78,328,14.46,368,16.22,404,17.81,440,19.39,482,21.24
"14549","Silver Lake",91,0,0.00,0,0.00,0,0.00,0,0.00,3,3.30,6,6.59,9,9.89,11,12.09,12,13.19,14,15.38,15,16.48,17,18.68
"14550","Silver Springs",806,26,3.23,27,3.35,28,3.47,33,4.09,57,7.07,79,9.80,104,12.90,118,14.64,132,16.38,145,17.99,158,19.60,172,21.34
"14551","Sodus",2574,109,4.23,113,4.39,116,4.51,136,5.28,225,8.74,309,12.00,405,15.73,455,17.68,509,19.77,556,21.60,605,23.50,660,25.64
"14555","Sodus Point",440,29,6.59,30,6.82,30,6.82,33,7.50,46,10.45,58,13.18,71,16.14,79,17.95,86,19.55,93,21.14,100,22.73,108,24.55
"14559","Spencerport",10217,376,3.68,388,3.80,401,3.92,471,4.61,794,7.77,1096,10.73,1443,14.12,1624,15.90,1817,17.78,1988,19.46,2164,21.18,2363,23.13
"14560","Springwater",1064,64,6.02,66,6.20,67,6.30,73,6.86,104,9.77,132,12.41,165,15.51,182,17.11,200,18.80,216,20.30,232,21.80,251,23.59
"14561","Stanley",1657,56,3.38,58,3.50,60,3.62,71,4.28,120,7.24,166,10.02,219,13.22,247,14.91,276,16.66,302,18.23,329,19.86,359,21.67
"14564","Victor",7871,150,1.91,160,2.03,169,2.15,223,2.83,467,5.93,697,8.86,960,12.20,1097,13.94,1243,15.79,1373,17.44,1506,19.13,1658,21.06
"14568","Walworth",3165,95,3.00,99,3.13,104,3.29,130,4.11,250,7.90,362,11.44,491,15.51,559,17.66,630,19.91,694,21.93,759,23.98,833,26.32
"14569","Warsaw",2996,115,3.84,118,3.94,121,4.04,140,4.67,226,7.54,307,10.25,400,13.35,448,14.95,499,16.66,545,18.19,592,19.76,645,21.53
"14571","Waterport",492,22,4.47,22,4.47,23,4.67,26,5.28,40,8.13,53,10.77,68,13.82,76,15.45,84,17.07,92,18.70,100,20.33,108,21.95
"14572","Wayland",2236,113,5.05,116,5.19,118,5.28,134,5.99,204,9.12,270,12.08,346,15.47,385,17.22,427,19.10,464,20.75,502,22.45,546,24.42
"14580","Webster",29431,591,2.01,626,2.13,662,2.25,865,2.94,1795,6.10,2669,9.07,3670,12.47,4190,14.24,4747,16.13,5241,17.81,5747,19.53,6322,21.48
"14586","West Henrietta",6294,176,2.80,184,2.92,193,3.07,240,3.81,457,7.26,660,10.49,893,14.19,1015,16.13,1144,18.18,1259,20.00,1377,21.88,1511,24.01
"14589","Williamson",3759,129,3.43,133,3.54,138,3.67,162,4.31,275,7.32,382,10.16,503,13.38,567,15.08,634,16.87,694,18.46,756,20.11,826,21.97
"14590","Wolcott",2280,121,5.31,124,5.44,127,5.57,144,6.32,220,9.65,291,12.76,373,16.36,416,18.25,461,20.22,502,22.02,543,23.82,590,25.88
"14591","Wyoming",876,29,3.31,30,3.42,31,3.54,36,4.11,61,6.96,85,9.70,112,12.79,126,14.38,141,16.10,154,17.58,168,19.18,183,20.89
"14604","Rochester",674,29,4.30,30,4.45,31,4.60,36,5.34,59,8.75,81,12.02,107,15.88,120,17.80,134,19.88,146,21.66,159,23.59,174,25.82
"14605","Rochester",4772,534,11.19,542,11.36,549,11.50,592,12.41,790,16.55,976,20.45,1188,24.90,1299,27.22,1417,29.69,1522,31.89,1630,34.16,1752,36.71
"14606","Rochester",13862,588,4.24,606,4.37,626,4.52,733,5.29,1225,8.84,1687,12.17,2217,15.99,2492,17.98,2786,20.10,3048,21.99,3316,23.92,3619,26.11
"14607","Rochester",11339,317,2.80,333,2.94,349,3.08,438,3.86,847,7.47,1231,10.86,1672,14.75,1901,16.77,2145,18.92,2363,20.84,2586,22.81,2838,25.03
"14608","Rochester",5298,617,11.65,625,11.80,633,11.95,677,12.78,883,16.67,1076,20.31,1297,24.48,1412,26.65,1534,28.95,1644,31.03,1755,33.13,1882,35.52
"14609","Rochester",21649,1052,4.86,1081,4.99,1110,5.13,1276,5.89,2034,9.40,2746,12.68,3562,16.45,3986,18.41,4440,20.51,4844,22.38,5256,24.28,5725,26.44
"14610","Rochester",8159,139,1.70,149,1.83,159,1.95,215,2.64,475,5.82,718,8.80,997,12.22,1143,14.01,1298,15.91,1436,17.60,1577,19.33,1737,21.29
"14611","Rochester",7192,668,9.29,679,9.44,689,9.58,750,10.43,1028,14.29,1289,17.92,1588,22.08,1743,24.24,1909,26.54,2057,28.60,2208,30.70,2379,33.08
"14612","Rochester",18233,385,2.11,409,2.24,433,2.37,567,3.11,1180,6.47,1757,9.64,2417,13.26,2761,15.14,3128,17.16,3454,18.94,3788,20.78,4167,22.85
"14613","Rochester",6356,512,8.06,521,8.20,530,8.34,583,9.17,824,12.96,1051,16.54,1311,20.63,1446,22.75,1590,25.02,1718,27.03,1850,29.11,1999,31.45
"14614","Rochester",192,17,8.85,17,8.85,18,9.38,19,9.90,25,13.02,30,15.62,37,19.27,40,20.83,43,22.40,47,24.48,50,26.04,53,27.60
"14615","Rochester",7831,400,5.11,411,5.25,422,5.39,484,6.18,769,9.82,1036,13.23,1342,17.14,1501,19.17,1671,21.34,1823,23.28,1977,25.25,2153,27.49
"14616","Rochester",14530,403,2.77,423,2.91,444,3.06,558,3.84,1081,7.44,1573,10.83,2136,14.70,2429,16.72,2742,18.87,3021,20.79,3306,22.75,3629,24.98
"14617","Rochester",11855,280,2.36,294,2.48,310,2.61,395,3.33,786,6.63,1154,9.73,1575,13.29,1794,15.13,2029,17.12,2237,18.87,2450,20.67,2692,22.71
"14618","Rochester",11131,239,2.15,252,2.26,266,2.39,342,3.07,692,6.22,1021,9.17,1398,12.56,1594,14.32,1803,16.20,1990,17.88,2180,19.58,2396,21.53
"14619","Rochester",6523,490,7.51,499,7.65,508,7.79,560,8.59,799,12.25,1023,15.68,1280,19.62,1413,21.66,1556,23.85,1683,25.80,1812,27.78,1960,30.05
"14620","Rochester",13937,462,3.31,481,3.45,500,3.59,609,4.37,1105,7.93,1572,11.28,2107,15.12,2385,17.11,2682,19.24,2947,21.15,3217,23.08,3524,25.29
"14621","Rochester",13915,1459,10.49,1480,10.64,1501,10.79,1617,11.62,2150,15.45,2651,19.05,3226,23.18,3524,25.33,3843,27.62,4127,29.66,4417,31.74,4747,34.11
"14622","Rochester",6130,114,1.86,123,2.01,131,2.14,179,2.92,398,6.49,604,9.85,839,13.69,962,15.69,1093,17.83,1209,19.72,1328,21.66,1463,23.87
"14623","Rochester",13885,573,4.13,593,4.27,613,4.41,725,5.22,1240,8.93,1723,12.41,2277,16.40,2565,18.47,2873,20.69,3146,22.66,3426,24.67,3744,26.96
"14624","Rochester",20890,613,2.93,639,3.06,666,3.19,815,3.90,1498,7.17,2139,10.24,2874,13.76,3257,15.59,3665,17.54,4029,19.29,4400,21.06,4822,23.08
"14625","Rochester",5743,126,2.19,133,2.32,141,2.46,181,3.15,369,6.43,545,9.49,746,12.99,851,14.82,963,16.77,1063,18.51,1165,20.29,1281,22.31
"14626","Rochester",16032,434,2.71,455,2.84,476,2.97,596,3.72,1144,7.14,1659,10.35,2250,14.03,2557,15.95,2885,18.00,3177,19.82,3475,21.68,3814,23.79
"14627","Rochester",1028,102,9.92,103,10.02,105,10.21,113,10.99,153,14.88,191,18.58,234,22.76,257,25.00,281,27.33,302,29.38,324,31.52,348,33.85
"14642","Rochester",273,9,3.30,9,3.30,10,3.66,12,4.40,22,8.06,31,11.36,41,15.02,46,16.85,52,19.05,57,20.88,63,23.08,69,25.27
"14701","Jamestown",17799,825,4.64,851,4.78,878,4.93,1028,5.78,1716,9.64,2362,13.27,3102,17.43,3487,19.59,3899,21.91,4265,23.96,4639,26.06,5064,28.45
"14706","Allegany",3078,130,4.22,135,4.39,139,4.52,163,5.30,274,8.90,378,12.28,498,16.18,560,18.19,626,20.34,685,22.25,746,24.24,814,26.45
"14707","Allentown",76,5,6.58,5,6.58,5,6.58,5,6.58,8,10.53,10,13.16,12,15.79,14,18.42,15,19.74,16,21.05,17,22.37,19,25.00
"14708","Alma",79,4,5.06,4,5.06,4,5.06,4,5.06,7,8.86,9,11.39,11,13.92,13,16.46,14,17.72,15,18.99,17,21.52,18,22.78
"14709","Angelica",698,32,4.58,33,4.73,34,4.87,39,5.59,60,8.60,80,11.46,104,14.90,116,16.62,128,18.34,140,20.06,152,21.78,165,23.64
"14710","Ashville",1746,69,3.95,71,4.07,74,4.24,86,4.93,143,8.19,197,11.28,259,14.83,291,16.67,325,18.61,356,20.39,387,22.16,423,24.23
"14711","Belfast",643,15,2.33,16,2.49,16,2.49,21,3.27,44,6.84,65,10.11,90,14.00,102,15.86,116,18.04,128,19.91,140,21.77,154,23.95
"14712","Bemus Point",1579,46,2.91,49,3.10,51,3.23,65,4.12,130,8.23,190,12.03,260,16.47,296,18.75,334,21.15,368,23.31,403,25.52,443,28.06
"14714","Black Creek",237,10,4.22,11,4.64,11,4.64,13,5.49,21,8.86,29,12.24,38,16.03,42,17.72,47,19.83,52,21.94,56,23.63,61,25.74
"14715","Bolivar",1142,96,8.41,98,8.58,99,8.67,107,9.37,144,12.61,179,15.67,218,19.09,239,20.93,261,22.85,281,24.61,301,26.36,323,28.28
"14716","Brocton",977,43,4.40,44,4.50,46,4.71,54,5.53,93,9.52,130,13.31,172,17.60,194,19.86,217,22.21,238,24.36,259,26.51,283,28.97
"14717","Caneadea",277,6,2.17,6,2.17,6,2.17,9,3.25,19,6.86,28,10.11,39,14.08,45,16.25,51,18.41,56,20.22,62,22.38,68,24.55
"14718","Cassadaga",1048,25,2.39,26,2.48,28,2.67,35,3.34,67,6.39,97,9.26,131,12.50,149,14.22,168,16.03,185,17.65,203,19.37,222,21.18
"14719","Cattaraugus",1512,59,3.90,61,4.03,63,4.17,73,4.83,119,7.87,163,10.78,213,14.09,239,15.81,267,17.66,292,19.31,317,20.97,346,22.88
"14720","Celoron",307,24,7.82,24,7.82,25,8.14,27,8.79,39,12.70,50,16.29,62,20.20,69,22.48,76,24.76,82,26.71,88,28.66,96,31.27
"14721","Ceres",108,5,4.63,5,4.63,5,4.63,6,5.56,9,8.33,13,12.04,17,15.74,19,17.59,21,19.44,22,20.37,24,22.22,27,25.00
"14722","Chautauqua",25,0,0.00,0,0.00,0,0.00,1,4.00,2,8.00,3,12.00,5,20.00,6,24.00,7,28.00,8,32.00,8,32.00,9,36.00
"14723","Cherry Creek",613,29,4.73,30,4.89,31,5.06,34,5.55,51,8.32,67,10.93,85,13.87,95,15.50,105,17.13,114,18.60,123,20.07,134,21.86
"14724","Clymer",1193,33,2.77,34,2.85,36,3.02,44,3.69,81,6.79,116,9.72,156,13.08,176,14.75,199,16.68,218,18.27,239,20.03,262,21.96
"14726","Conewango Valley",879,28,3.19,28,3.19,29,3.30,35,3.98,60,6.83,83,9.44,110,12.51,124,14.11,139,15.81,152,17.29,166,18.89,181,20.59
"14727","Cuba",2323,143,6.16,146,6.28,149,6.41,167,7.19,247,10.63,322,13.86,409,17.61,454,19.54,502,21.61,545,23.46,588,25.31,638,27.46
"14728","Dewittville",489,8,1.64,8,1.64,9,1.84,12,2.45,27,5.52,42,8.59,58,11.86,66,13.50,75,15.34,83,16.97,92,18.81,101,20.65
"14729","East Otto",488,10,2.05,11,2.25,12,2.46,15,3.07,32,6.56,48,9.84,65,13.32,75,15.37,85,17.42,94,19.26,103,21.11,113,23.16
"14731","Ellicottville",764,17,2.23,18,2.36,19,2.49,25,3.27,51,6.68,75,9.82,103,13.48,118,15.45,133,17.41,147,19.24,161,21.07,177,23.17
"14733","Falconer",1822,68,3.73,70,3.84,73,4.01,88,4.83,157,8.62,221,12.13,295,16.19,334,18.33,375,20.58,412,22.61,449,24.64,492,27.00
"14735","Fillmore",1152,44,3.82,45,3.91,47,4.08,55,4.77,91,7.90,125,10.85,163,14.15,184,15.97,205,17.80,224,19.44,244,21.18,266,23.09
"14736","Findley Lake",136,2,1.47,2,1.47,3,2.21,4,2.94,8,5.88,12,8.82,17,12.50,20,14.71,23,16.91,25,18.38,28,20.59,31,22.79
"14737","Franklinville",1867,93,4.98,95,5.09,98,5.25,111,5.95,172,9.21,230,12.32,296,15.85,331,17.73,367,19.66,400,21.42,433,23.19,471,25.23
"14738","Frewsburg",1715,77,4.49,79,4.61,81,4.72,93,5.42,148,8.63,199,11.60,257,14.99,288,16.79,320,18.66,349,20.35,379,22.10,412,24.02
"14739","Friendship",1201,93,7.74,94,7.83,96,7.99,104,8.66,142,11.82,179,14.90,220,18.32,241,20.07,264,21.98,285,23.73,306,25.48,329,27.39
"14740","Gerry",618,22,3.56,23,3.72,23,3.72,28,4.53,47,7.61,64,10.36,85,13.75,96,15.53,107,17.31,117,18.93,127,20.55,139,22.49
"14741","Great Valley",892,25,2.80,26,2.91,28,3.14,34,3.81,66,7.40,95,10.65,129,14.46,147,16.48,165,18.50,182,20.40,199,22.31,218,24.44
"14743","Hinsdale",804,40,4.98,41,5.10,42,5.22,48,5.97,72,8.96,96,11.94,122,15.17,136,16.92,151,18.78,164,20.40,178,22.14,193,24.00
"14744","Houghton",995,49,4.92,50,5.03,52,5.23,61,6.13,102,10.25,140,14.07,184,18.49,206,20.70,231,23.22,253,25.43,275,27.64,300,30.15
"14747","Kennedy",1094,34,3.11,35,3.20,36,3.29,44,4.02,78,7.13,110,10.05,146,13.35,165,15.08,185,16.91,203,18.56,222,20.29,243,22.21
"14748","Kill Buck",306,9,2.94,9,2.94,10,3.27,12,3.92,22,7.19,32,10.46,44,14.38,49,16.01,56,18.30,61,19.93,67,21.90,74,24.18
"14750","Lakewood",1970,46,2.34,48,2.44,51,2.59,66,3.35,134,6.80,198,10.05,271,13.76,309,15.69,350,17.77,386,19.59,423,21.47,465,23.60
"14753","Limestone",548,15,2.74,16,2.92,17,3.10,21,3.83,41,7.48,61,11.13,82,14.96,94,17.15,106,19.34,117,21.35,128,23.36,140,25.55
"14754","Little Genesee",411,15,3.65,15,3.65,16,3.89,18,4.38,30,7.30,42,10.22,55,13.38,62,15.09,69,16.79,76,18.49,82,19.95,90,21.90
"14755","Little Valley",1353,52,3.84,53,3.92,55,4.07,65,4.80,109,8.06,150,11.09,197,14.56,222,16.41,248,18.33,272,20.10,296,21.88,323,23.87
"14757","Mayville",1301,47,3.61,49,3.77,50,3.84,60,4.61,103,7.92,143,10.99,189,14.53,213,16.37,239,18.37,262,20.14,285,21.91,311,23.90
"14760","Olean",8834,489,5.54,501,5.67,512,5.80,576,6.52,869,9.84,1145,12.96,1460,16.53,1624,18.38,1800,20.38,1956,22.14,2115,23.94,2296,25.99
"14767","Panama",945,36,3.81,37,3.92,38,4.02,45,4.76,75,7.94,103,10.90,135,14.29,152,16.08,170,17.99,186,19.68,202,21.38,220,23.28
"14769","Portland",377,16,4.24,17,4.51,18,4.77,21,5.57,36,9.55,50,13.26,66,17.51,74,19.63,83,22.02,91,24.14,99,26.26,109,28.91
"14770","Portville",1335,63,4.72,64,4.79,66,4.94,75,5.62,118,8.84,158,11.84,204,15.28,228,17.08,254,19.03,277,20.75,300,22.47,326,24.42
"14772","Randolph",1888,85,4.50,88,4.66,90,4.77,104,5.51,166,8.79,224,11.86,291,15.41,326,17.27,363,19.23,396,20.97,430,22.78,468,24.79
"14775","Ripley",1170,40,3.42,41,3.50,43,3.68,52,4.44,93,7.95,131,11.20,176,15.04,199,17.01,223,19.06,245,20.94,267,22.82,293,25.04
"14777","Rushford",201,3,1.49,3,1.49,4,1.99,5,2.49,13,6.47,21,10.45,29,14.43,33,16.42,38,18.91,42,20.90,46,22.89,51,25.37
"14779","Salamanca",2838,199,7.01,203,7.15,207,7.29,230,8.10,333,11.73,430,15.15,542,19.10,599,21.11,661,23.29,716,25.23,772,27.20,836,29.46
"14781","Sherman",1027,29,2.82,30,2.92,32,3.12,39,3.80,72,7.01,103,10.03,139,13.53,158,15.38,177,17.23,195,18.99,213,20.74,234,22.78
"14782","Sinclairville",1136,47,4.14,49,4.31,50,4.40,58,5.11,93,8.19,126,11.09,164,14.44,184,16.20,205,18.05,224,19.72,243,21.39,265,23.33
"14784","Stockton",420,24,5.71,24,5.71,25,5.95,28,6.67,42,10.00,54,12.86,69,16.43,77,18.33,85,20.24,92,21.90,100,23.81,108,25.71
"14787","Westfield",2259,156,6.91,159,7.04,162,7.17,177,7.84,250,11.07,319,14.12,397,17.57,438,19.39,482,21.34,520,23.02,560,24.79,605,26.78
"14801","Addison",2347,123,5.24,126,5.37,129,5.50,147,6.26,225,9.59,299,12.74,384,16.36,428,18.24,475,20.24,517,22.03,560,23.86,609,25.95
"14802","Alfred",1723,109,6.33,112,6.50,115,6.67,133,7.72,215,12.48,292,16.95,380,22.05,426,24.72,475,27.57,519,30.12,563,32.68,614,35.64
"14803","Alfred Station",595,38,6.39,39,6.55,40,6.72,45,7.56,70,11.76,93,15.63,119,20.00,133,22.35,148,24.87,161,27.06,174,29.24,190,31.93
"14804","Almond",700,34,4.86,35,5.00,36,5.14,42,6.00,66,9.43,89,12.71,115,16.43,129,18.43,143,20.43,156,22.29,169,24.14,184,26.29
"14805","Alpine",534,16,3.00,17,3.18,17,3.18,21,3.93,39,7.30,56,10.49,76,14.23,86,16.10,97,18.16,106,19.85,116,21.72,127,23.78
"14806","Andover",979,54,5.52,55,5.62,57,5.82,63,6.44,92,9.40,120,12.26,152,15.53,168,17.16,186,19.00,201,20.53,217,22.17,236,24.11
"14807","Arkport",1575,77,4.89,78,4.95,80,5.08,89,5.65,132,8.38,173,10.98,220,13.97,244,15.49,270,17.14,293,18.60,316,20.06,343,21.78
"14808","Atlanta",169,0,0.00,0,0.00,0,0.00,1,0.59,8,4.73,13,7.69,20,11.83,24,14.20,27,15.98,31,18.34,34,20.12,38,22.49
"14809","Avoca",1050,59,5.62,60,5.71,61,5.81,68,6.48,100,9.52,129,12.29,164,15.62,181,17.24,200,19.05,217,20.67,234,22.29,254,24.19
"14810","Bath",5029,233,4.63,241,4.79,248,4.93,288,5.73,473,9.41,647,12.87,847,16.84,950,18.89,1061,21.10,1159,23.05,1260,25.05,1375,27.34
"14812","Beaver Dams",1633,61,3.74,63,3.86,66,4.04,78,4.78,135,8.27,189,11.57,251,15.37,283,17.33,317,19.41,347,21.25,379,23.21,414,25.35
"14813","Belmont",969,63,6.50,64,6.60,65,6.71,72,7.43,100,10.32,127,13.11,158,16.31,175,18.06,192,19.81,207,21.36,223,23.01,241,24.87
"14814","Big Flats",955,7,0.73,8,0.84,9,0.94,16,1.68,48,5.03,78,8.17,112,11.73,130,13.61,149,15.60,166,17.38,184,19.27,203,21.26
"14815","Bradford",435,24,5.52,25,5.75,25,5.75,28,6.44,43,9.89,56,12.87,72,16.55,80,18.39,88,20.23,96,22.07,104,23.91,112,25.75
"14816","Breesport",297,1,0.34,1,0.34,1,0.34,4,1.35,16,5.39,27,9.09,40,13.47,47,15.82,54,18.18,60,20.20,67,22.56,74,24.92
"14817","Brooktondale",1460,99,6.78,101,6.92,103,7.05,115,7.88,169,11.58,219,15.00,277,18.97,307,21.03,339,23.22,368,25.21,397,27.19,430,29.45
"14818","Burdett",951,29,3.05,30,3.15,31,3.26,37,3.89,65,6.83,90,9.46,120,12.62,135,14.20,151,15.88,166,17.46,181,19.03,198,20.82
"14819","Cameron",275,14,5.09,14,5.09,14,5.09,16,5.82,24,8.73,31,11.27,39,14.18,44,16.00,48,17.45,52,18.91,56,20.36,61,22.18
"14820","Cameron Mills",349,16,4.58,16,4.58,17,4.87,19,5.44,28,8.02,37,10.60,47,13.47,52,14.90,58,16.62,63,18.05,68,19.48,74,21.20
"14821","Campbell",1466,63,4.30,65,4.43,66,4.50,75,5.12,118,8.05,157,10.71,203,13.85,227,15.48,252,17.19,274,18.69,297,20.26,324,22.10
"14822","Canaseraga",449,20,4.45,21,4.68,21,4.68,24,5.35,36,8.02,47,10.47,60,13.36,67,14.92,75,16.70,81,18.04,88,19.60,95,21.16
"14823","Canisteo",1627,98,6.02,100,6.15,103,6.33,115,7.07,172,10.57,226,13.89,287,17.64,319,19.61,353,21.70,384,23.60,415,25.51,450,27.66
"14824","Cayuta",364,14,3.85,14,3.85,15,4.12,18,4.95,32,8.79,45,12.36,59,16.21,67,18.41,75,20.60,83,22.80,90,24.73,99,27.20
"14825","Chemung",342,9,2.63,10,2.92,10,2.92,13,3.80,25,7.31,36,10.53,50,14.62,56,16.37,64,18.71,70,20.47,77,22.51,84,24.56
"14826","Cohocton",1085,41,3.78,43,3.96,44,4.06,50,4.61,81,7.47,110,10.14,143,13.18,161,14.84,179,16.50,195,17.97,212,19.54,231,21.29
"14830","Corning",10103,367,3.63,381,3.77,395,3.91,475,4.70,842,8.33,1187,11.75,1582,15.66,1787,17.69,2006,19.86,2202,21.80,2401,23.77,2628,26.01
"14836","Dalton",486,34,7.00,34,7.00,35,7.20,38,7.82,52,10.70,65,13.37,80,16.46,87,17.90,96,19.75,103,21.19,111,22.84,119,24.49
"14837","Dundee",2475,124,5.01,127,5.13,130,5.25,147,5.94,224,9.05,297,12.00,380,15.35,423,17.09,470,18.99,511,20.65,553,22.34,601,24.28
"14838","Erin",901,31,3.44,32,3.55,33,3.66,41,4.55,73,8.10,103,11.43,138,15.32,156,17.31,176,19.53,193,21.42,210,23.31,230,25.53
"14839","Greenwood",317,10,3.15,11,3.47,11,3.47,13,4.10,22,6.94,30,9.46,40,12.62,45,14.20,50,15.77,55,17.35,60,18.93,65,20.50
"14840","Hammondsport",1322,40,3.03,42,3.18,43,3.25,54,4.08,101,7.64,145,10.97,195,14.75,221,16.72,250,18.91,275,20.80,300,22.69,329,24.89
"14841","Hector",284,2,0.70,2,0.70,2,0.70,4,1.41,12,4.23,20,7.04,28,9.86,33,11.62,37,13.03,42,14.79,46,16.20,51,17.96
"14842","Himrod",416,28,6.73,29,6.97,30,7.21,33,7.93,50,12.02,66,15.87,84,20.19,93,22.36,103,24.76,112,26.92,121,29.09,132,31.73
"14843","Hornell",5667,299,5.28,307,5.42,315,5.56,359,6.33,563,9.93,754,13.31,973,17.17,1087,19.18,1209,21.33,1317,23.24,1428,25.20,1554,27.42
"14845","Horseheads",9857,220,2.23,234,2.37,248,2.52,324,3.29,676,6.86,1006,10.21,1384,14.04,1581,16.04,1791,18.17,1978,20.07,2169,22.00,2386,24.21
"14846","Hunt",383,19,4.96,19,4.96,19,4.96,22,5.74,33,8.62,44,11.49,56,14.62,63,16.45,69,18.02,75,19.58,82,21.41,89,23.24
