ZI,NAME,LBF,UE19B,PU19B,UE07MAR,PU07MAR,UE14MAR,PU14MAR,UE21MAR,PU21MAR,UE28MAR,PU28MAR,UE04APR,PU04APR,UE11APR,PU11APR,UE18APR,PU18APR,UE25APR,PU25APR,UE02MAY,PU02MAY,UE09MAY,PU09MAY,UE16MAY,PU16MAY
"68748","Madison",1640,46,2.80,46,2.80,47,2.87,67,4.09,99,6.04,133,8.11,154,9.39,169,10.30,180,10.98,188,11.46,196,11.95,203,12.38
"68749","Magnet",41,1,2.44,1,2.44,1,2.44,1,2.44,2,4.88,3,7.32,3,7.32,4,9.76,4,9.76,4,9.76,4,9.76,4,9.76
"68751","Maskell",28,0,0.00,0,0.00,0,0.00,1,3.57,1,3.57,1,3.57,2,7.14,2,7.14,2,7.14,2,7.14,2,7.14,3,10.71
"68752","Meadow Grove",430,9,2.09,10,2.33,10,2.33,14,3.26,21,4.88,29,6.74,34,7.91,37,8.60,40,9.30,42,9.77,43,10.00,45,10.47
"68753","Mills",118,2,1.69,2,1.69,2,1.69,3,2.54,4,3.39,6,5.08,7,5.93,8,6.78,8,6.78,8,6.78,9,7.63,9,7.63
"68755","Naper",114,2,1.75,2,1.75,2,1.75,3,2.63,5,4.39,6,5.26,8,7.02,8,7.02,9,7.89,9,7.89,10,8.77,10,8.77
"68756","Neligh",975,27,2.77,27,2.77,28,2.87,40,4.10,58,5.95,79,8.10,91,9.33,100,10.26,106,10.87,111,11.38,116,11.90,120,12.31
"68757","Newcastle",390,5,1.28,5,1.28,5,1.28,9,2.31,16,4.10,23,5.90,28,7.18,31,7.95,33,8.46,35,8.97,36,9.23,38,9.74
"68758","Newman Grove",533,12,2.25,12,2.25,13,2.44,18,3.38,26,4.88,35,6.57,41,7.69,45,8.44,47,8.82,49,9.19,52,9.76,54,10.13
"68759","Newport",107,4,3.74,4,3.74,4,3.74,4,3.74,6,5.61,7,6.54,8,7.48,8,7.48,9,8.41,9,8.41,9,8.41,10,9.35
"68760","Niobrara",601,46,7.65,47,7.82,47,7.82,54,8.99,64,10.65,76,12.65,83,13.81,88,14.64,92,15.31,94,15.64,97,16.14,100,16.64
"68761","Oakdale",200,4,2.00,5,2.50,5,2.50,7,3.50,10,5.00,14,7.00,16,8.00,18,9.00,19,9.50,20,10.00,21,10.50,22,11.00
"68763","Oneill",2529,90,3.56,91,3.60,92,3.64,123,4.86,171,6.76,224,8.86,255,10.08,279,11.03,295,11.66,308,12.18,320,12.65,332,13.13
"68764","Orchard",329,9,2.74,9,2.74,10,3.04,12,3.65,16,4.86,20,6.08,23,6.99,25,7.60,26,7.90,27,8.21,28,8.51,29,8.81
"68765","Osmond",717,16,2.23,17,2.37,17,2.37,25,3.49,37,5.16,50,6.97,58,8.09,64,8.93,68,9.48,71,9.90,74,10.32,77,10.74
"68766","Page",186,3,1.61,3,1.61,3,1.61,5,2.69,7,3.76,10,5.38,12,6.45,14,7.53,15,8.06,15,8.06,16,8.60,17,9.14
"68767","Pierce",1641,18,1.10,19,1.16,20,1.22,42,2.56,77,4.69,115,7.01,137,8.35,155,9.45,166,10.12,175,10.66,184,11.21,192,11.70
"68768","Pilger",393,16,4.07,16,4.07,16,4.07,20,5.09,26,6.62,32,8.14,35,8.91,38,9.67,40,10.18,42,10.69,43,10.94,44,11.20
"68769","Plainview",903,41,4.54,41,4.54,42,4.65,51,5.65,66,7.31,83,9.19,93,10.30,100,11.07,105,11.63,109,12.07,113,12.51,117,12.96
"68770","Ponca",783,18,2.30,19,2.43,19,2.43,29,3.70,45,5.75,63,8.05,73,9.32,81,10.34,86,10.98,90,11.49,94,12.01,98,12.52
"68771","Randolph",788,15,1.90,16,2.03,16,2.03,24,3.05,37,4.70,50,6.35,59,7.49,65,8.25,69,8.76,72,9.14,76,9.64,79,10.03
"68773","Royal",95,3,3.16,3,3.16,3,3.16,3,3.16,4,4.21,6,6.32,6,6.32,7,7.37,7,7.37,8,8.42,8,8.42,8,8.42
"68774","Saint Helena",182,2,1.10,2,1.10,2,1.10,3,1.65,6,3.30,8,4.40,10,5.49,11,6.04,12,6.59,13,7.14,13,7.14,14,7.69
"68776","South Sioux City",7750,285,3.68,289,3.73,296,3.82,428,5.52,638,8.23,867,11.19,1004,12.95,1108,14.30,1178,15.20,1232,15.90,1286,16.59,1336,17.24
"68777","Spencer",370,15,4.05,15,4.05,15,4.05,19,5.14,24,6.49,31,8.38,34,9.19,37,10.00,39,10.54,41,11.08,42,11.35,44,11.89
"68778","Springview",364,8,2.20,8,2.20,8,2.20,11,3.02,15,4.12,19,5.22,22,6.04,24,6.59,26,7.14,27,7.42,28,7.69,29,7.97
"68779","Stanton",1349,38,2.82,38,2.82,39,2.89,58,4.30,87,6.45,118,8.75,137,10.16,151,11.19,161,11.93,168,12.45,176,13.05,183,13.57
"68780","Stuart",555,2,0.36,2,0.36,2,0.36,9,1.62,18,3.24,29,5.23,36,6.49,41,7.39,44,7.93,46,8.29,49,8.83,51,9.19
"68781","Tilden",721,13,1.80,13,1.80,14,1.94,21,2.91,34,4.72,47,6.52,56,7.77,62,8.60,66,9.15,69,9.57,72,9.99,75,10.40
"68783","Verdigre",526,5,0.95,5,0.95,5,0.95,11,2.09,20,3.80,30,5.70,36,6.84,40,7.60,43,8.17,45,8.56,48,9.13,50,9.51
"68784","Wakefield",1062,28,2.64,28,2.64,29,2.73,43,4.05,65,6.12,90,8.47,104,9.79,115,10.83,123,11.58,128,12.05,134,12.62,140,13.18
"68785","Waterbury",154,4,2.60,4,2.60,4,2.60,5,3.25,8,5.19,11,7.14,13,8.44,14,9.09,15,9.74,16,10.39,17,11.04,17,11.04
"68786","Wausa",534,10,1.87,10,1.87,10,1.87,16,3.00,24,4.49,33,6.18,39,7.30,43,8.05,46,8.61,48,8.99,51,9.55,53,9.93
"68787","Wayne",3571,96,2.69,98,2.74,101,2.83,152,4.26,234,6.55,324,9.07,377,10.56,418,11.71,445,12.46,466,13.05,487,13.64,507,14.20
"68788","West Point",2556,68,2.66,69,2.70,71,2.78,108,4.23,167,6.53,231,9.04,270,10.56,299,11.70,318,12.44,334,13.07,349,13.65,363,14.20
"68789","Winnetoon",67,1,1.49,2,2.99,2,2.99,2,2.99,3,4.48,4,5.97,5,7.46,6,8.96,6,8.96,6,8.96,7,10.45,7,10.45
"68790","Winside",410,11,2.68,11,2.68,11,2.68,16,3.90,24,5.85,33,8.05,38,9.27,42,10.24,45,10.98,47,11.46,49,11.95,51,12.44
"68791","Wisner",970,15,1.55,15,1.55,16,1.65,26,2.68,41,4.23,57,5.88,67,6.91,75,7.73,80,8.25,84,8.66,88,9.07,91,9.38
"68792","Wynot",229,4,1.75,4,1.75,4,1.75,6,2.62,10,4.37,13,5.68,15,6.55,17,7.42,18,7.86,19,8.30,20,8.73,21,9.17
"68801","Grand Island",16359,715,4.37,723,4.42,736,4.50,993,6.07,1398,8.55,1841,11.25,2107,12.88,2307,14.10,2442,14.93,2547,15.57,2651,16.21,2748,16.80
"68803","Grand Island",13935,440,3.16,447,3.21,458,3.29,668,4.79,999,7.17,1361,9.77,1579,11.33,1743,12.51,1853,13.30,1939,13.91,2024,14.52,2104,15.10
"68810","Alda",582,17,2.92,18,3.09,18,3.09,26,4.47,39,6.70,53,9.11,62,10.65,68,11.68,72,12.37,76,13.06,79,13.57,82,14.09
"68812","Amherst",464,4,0.86,4,0.86,5,1.08,10,2.16,18,3.88,27,5.82,32,6.90,36,7.76,39,8.41,41,8.84,43,9.27,45,9.70
"68813","Anselmo",246,1,0.41,1,0.41,1,0.41,3,1.22,6,2.44,10,4.07,12,4.88,13,5.28,14,5.69,15,6.10,16,6.50,17,6.91
"68814","Ansley",444,1,0.23,1,0.23,2,0.45,6,1.35,13,2.93,21,4.73,26,5.86,29,6.53,32,7.21,33,7.43,35,7.88,37,8.33
"68815","Arcadia",312,4,1.28,4,1.28,4,1.28,7,2.24,12,3.85,17,5.45,20,6.41,22,7.05,24,7.69,25,8.01,26,8.33,27,8.65
"68816","Archer",105,3,2.86,3,2.86,3,2.86,4,3.81,5,4.76,7,6.67,8,7.62,8,7.62,9,8.57,9,8.57,10,9.52,10,9.52
"68817","Ashton",175,8,4.57,8,4.57,8,4.57,10,5.71,12,6.86,15,8.57,17,9.71,18,10.29,19,10.86,20,11.43,21,12.00,21,12.00
"68818","Aurora",2908,56,1.93,57,1.96,59,2.03,95,3.27,153,5.26,215,7.39,253,8.70,282,9.70,301,10.35,316,10.87,330,11.35,344,11.83
"68820","Boelus",230,10,4.35,10,4.35,10,4.35,13,5.65,17,7.39,21,9.13,24,10.43,26,11.30,27,11.74,28,12.17,29,12.61,30,13.04
"68821","Brewster",98,3,3.06,3,3.06,3,3.06,4,4.08,5,5.10,6,6.12,6,6.12,7,7.14,7,7.14,8,8.16,8,8.16,8,8.16
"68822","Broken Bow",2636,88,3.34,90,3.41,92,3.49,135,5.12,202,7.66,277,10.51,321,12.18,355,13.47,377,14.30,395,14.98,412,15.63,428,16.24
"68823","Burwell",1198,27,2.25,28,2.34,28,2.34,43,3.59,67,5.59,92,7.68,107,8.93,119,9.93,127,10.60,133,11.10,139,11.60,144,12.02
"68824","Cairo",723,14,1.94,14,1.94,15,2.07,23,3.18,37,5.12,51,7.05,60,8.30,67,9.27,71,9.82,75,10.37,78,10.79,81,11.20
"68825","Callaway",532,17,3.20,17,3.20,18,3.38,23,4.32,32,6.02,42,7.89,47,8.83,52,9.77,55,10.34,57,10.71,59,11.09,61,11.47
"68826","Central City",2071,70,3.38,71,3.43,72,3.48,99,4.78,141,6.81,187,9.03,215,10.38,235,11.35,249,12.02,260,12.55,271,13.09,281,13.57
"68827","Chapman",383,17,4.44,17,4.44,17,4.44,21,5.48,27,7.05,34,8.88,38,9.92,41,10.70,43,11.23,44,11.49,46,12.01,47,12.27
"68828","Comstock",136,0,0.00,0,0.00,0,0.00,1,0.74,3,2.21,5,3.68,7,5.15,8,5.88,8,5.88,9,6.62,10,7.35,10,7.35
"68831","Dannebrog",491,20,4.07,20,4.07,20,4.07,25,5.09,34,6.92,43,8.76,48,9.78,53,10.79,55,11.20,58,11.81,60,12.22,62,12.63
"68832","Doniphan",1140,37,3.25,38,3.33,39,3.42,54,4.74,79,6.93,106,9.30,123,10.79,135,11.84,143,12.54,150,13.16,156,13.68,162,14.21
"68833","Dunning",87,2,2.30,2,2.30,2,2.30,3,3.45,4,4.60,5,5.75,6,6.90,6,6.90,6,6.90,7,8.05,7,8.05,7,8.05
"68834","Eddyville",122,0,0.00,0,0.00,0,0.00,1,0.82,3,2.46,5,4.10,6,4.92,7,5.74,8,6.56,8,6.56,9,7.38,9,7.38
"68835","Elba",272,4,1.47,4,1.47,4,1.47,7,2.57,12,4.41,17,6.25,20,7.35,22,8.09,23,8.46,25,9.19,26,9.56,27,9.93
"68836","Elm Creek",961,9,0.94,10,1.04,10,1.04,24,2.50,44,4.58,67,6.97,81,8.43,91,9.47,98,10.20,103,10.72,108,11.24,113,11.76
"68837","Elyria",81,1,1.23,1,1.23,1,1.23,2,2.47,3,3.70,4,4.94,5,6.17,5,6.17,6,7.41,6,7.41,6,7.41,7,8.64
"68838","Farwell",160,3,1.88,3,1.88,3,1.88,5,3.12,8,5.00,11,6.88,13,8.12,14,8.75,15,9.38,16,10.00,16,10.00,17,10.62
"68840","Gibbon",1497,22,1.47,23,1.54,24,1.60,47,3.14,82,5.48,121,8.08,144,9.62,162,10.82,174,11.62,183,12.22,192,12.83,200,13.36
"68841","Giltner",305,2,0.66,2,0.66,2,0.66,5,1.64,11,3.61,16,5.25,20,6.56,23,7.54,24,7.87,26,8.52,27,8.85,28,9.18
"68842","Greeley",276,10,3.62,10,3.62,10,3.62,12,4.35,16,5.80,19,6.88,22,7.97,23,8.33,25,9.06,25,9.06,26,9.42,27,9.78
"68843","Hampton",497,28,5.63,28,5.63,29,5.84,33,6.64,41,8.25,49,9.86,54,10.87,58,11.67,60,12.07,62,12.47,64,12.88,66,13.28
"68844","Hazard",117,1,0.85,1,0.85,1,0.85,2,1.71,4,3.42,7,5.98,8,6.84,9,7.69,9,7.69,10,8.55,10,8.55,11,9.40
"68845","Kearney",11981,288,2.40,294,2.45,304,2.54,498,4.16,805,6.72,1140,9.52,1342,11.20,1493,12.46,1595,13.31,1675,13.98,1753,14.63,1827,15.25
"68846","Hordville",173,6,3.47,6,3.47,6,3.47,7,4.05,10,5.78,13,7.51,15,8.67,16,9.25,17,9.83,18,10.40,18,10.40,19,10.98
"68847","Kearney",10144,179,1.76,184,1.81,193,1.90,359,3.54,621,6.12,908,8.95,1081,10.66,1211,11.94,1298,12.80,1366,13.47,1434,14.14,1497,14.76
"68849","Kearney",1329,124,9.33,125,9.41,127,9.56,156,11.74,203,15.27,254,19.11,284,21.37,307,23.10,323,24.30,335,25.21,347,26.11,358,26.94
"68850","Lexington",6624,283,4.27,287,4.33,292,4.41,394,5.95,556,8.39,732,11.05,839,12.67,919,13.87,972,14.67,1014,15.31,1056,15.94,1095,16.53
"68852","Litchfield",283,4,1.41,5,1.77,5,1.77,8,2.83,12,4.24,17,6.01,20,7.07,22,7.77,24,8.48,25,8.83,26,9.19,27,9.54
"68853","Loup City",701,21,3.00,21,3.00,22,3.14,30,4.28,43,6.13,57,8.13,66,9.42,73,10.41,77,10.98,80,11.41,84,11.98,87,12.41
"68854","Marquette",430,15,3.49,15,3.49,15,3.49,20,4.65,27,6.28,34,7.91,39,9.07,42,9.77,45,10.47,47,10.93,48,11.16,50,11.63
"68855","Mason City",214,3,1.40,3,1.40,3,1.40,5,2.34,8,3.74,12,5.61,14,6.54,16,7.48,17,7.94,17,7.94,18,8.41,19,8.88
"68856","Merna",330,9,2.73,9,2.73,9,2.73,13,3.94,20,6.06,27,8.18,31,9.39,35,10.61,37,11.21,38,11.52,40,12.12,42,12.73
"68858","Miller",144,4,2.78,4,2.78,4,2.78,5,3.47,7,4.86,9,6.25,11,7.64,11,7.64,12,8.33,13,9.03,13,9.03,14,9.72
"68859","North Loup",272,5,1.84,5,1.84,5,1.84,8,2.94,12,4.41,17,6.25,20,7.35,22,8.09,24,8.82,25,9.19,26,9.56,27,9.93
"68860","Oconto",198,2,1.01,2,1.01,2,1.01,4,2.02,7,3.54,10,5.05,12,6.06,14,7.07,15,7.58,15,7.58,16,8.08,17,8.59
"68861","Odessa",79,0,0.00,0,0.00,0,0.00,1,1.27,2,2.53,4,5.06,5,6.33,6,7.59,6,7.59,7,8.86,7,8.86,8,10.13
"68862","Ord",1659,61,3.68,61,3.68,62,3.74,83,5.00,116,6.99,153,9.22,175,10.55,191,11.51,202,12.18,211,12.72,219,13.20,227,13.68
"68863","Overton",615,17,2.76,17,2.76,17,2.76,25,4.07,36,5.85,49,7.97,57,9.27,63,10.24,67,10.89,70,11.38,73,11.87,76,12.36
"68864","Palmer",551,19,3.45,19,3.45,20,3.63,24,4.36,32,5.81,41,7.44,46,8.35,50,9.07,52,9.44,54,9.80,56,10.16,58,10.53
"68865","Phillips",487,6,1.23,6,1.23,6,1.23,13,2.67,25,5.13,37,7.60,45,9.24,51,10.47,54,11.09,57,11.70,60,12.32,63,12.94
"68866","Pleasanton",479,5,1.04,6,1.25,6,1.25,11,2.30,20,4.18,29,6.05,34,7.10,38,7.93,41,8.56,43,8.98,46,9.60,48,10.02
"68869","Ravenna",1151,40,3.48,40,3.48,41,3.56,57,4.95,81,7.04,108,9.38,124,10.77,136,11.82,144,12.51,151,13.12,157,13.64,163,14.16
"68870","Riverdale",284,1,0.35,2,0.70,2,0.70,5,1.76,11,3.87,17,5.99,20,7.04,23,8.10,25,8.80,26,9.15,28,9.86,29,10.21
"68871","Rockville",143,6,4.20,6,4.20,6,4.20,7,4.90,9,6.29,12,8.39,13,9.09,14,9.79,15,10.49,16,11.19,16,11.19,17,11.89
"68872","Saint Libory",430,5,1.16,5,1.16,6,1.40,11,2.56,18,4.19,27,6.28,32,7.44,36,8.37,38,8.84,40,9.30,42,9.77,44,10.23
"68873","Saint Paul",1834,57,3.11,58,3.16,59,3.22,80,4.36,114,6.22,151,8.23,173,9.43,189,10.31,201,10.96,209,11.40,218,11.89,226,12.32
"68874","Sargent",345,0,0.00,0,0.00,0,0.00,4,1.16,10,2.90,17,4.93,22,6.38,25,7.25,27,7.83,29,8.41,30,8.70,32,9.28
"68875","Scotia",281,11,3.91,11,3.91,11,3.91,13,4.63,16,5.69,20,7.12,22,7.83,24,8.54,25,8.90,26,9.25,27,9.61,28,9.96
"68876","Shelton",879,49,5.57,50,5.69,50,5.69,62,7.05,82,9.33,103,11.72,115,13.08,125,14.22,131,14.90,136,15.47,141,16.04,146,16.61
"68878","Sumner",232,0,0.00,0,0.00,0,0.00,2,0.86,6,2.59,10,4.31,12,5.17,14,6.03,15,6.47,16,6.90,17,7.33,18,7.76
"68879","Taylor",202,5,2.48,5,2.48,5,2.48,6,2.97,9,4.46,11,5.45,12,5.94,13,6.44,14,6.93,15,7.43,15,7.43,16,7.92
"68881","Westerville",44,0,0.00,0,0.00,0,0.00,0,0.00,1,2.27,2,4.55,2,4.55,3,6.82,3,6.82,3,6.82,3,6.82,3,6.82
"68882","Wolbach",256,4,1.56,4,1.56,4,1.56,7,2.73,10,3.91,14,5.47,17,6.64,19,7.42,20,7.81,21,8.20,22,8.59,23,8.98
"68883","Wood River",1320,62,4.70,62,4.70,63,4.77,81,6.14,109,8.26,140,10.61,158,11.97,172,13.03,181,13.71,189,14.32,196,14.85,203,15.38
"68901","Hastings",13661,385,2.82,391,2.86,402,2.94,613,4.49,946,6.92,1310,9.59,1529,11.19,1693,12.39,1804,13.21,1890,13.84,1975,14.46,2055,15.04
"68920","Alma",693,16,2.31,16,2.31,17,2.45,23,3.32,34,4.91,46,6.64,53,7.65,58,8.37,62,8.95,64,9.24,67,9.67,70,10.10
"68922","Arapahoe",653,22,3.37,22,3.37,22,3.37,30,4.59,41,6.28,54,8.27,61,9.34,67,10.26,71,10.87,74,11.33,77,11.79,80,12.25
"68923","Atlanta",72,1,1.39,1,1.39,1,1.39,2,2.78,3,4.17,4,5.56,5,6.94,6,8.33,6,8.33,6,8.33,7,9.72,7,9.72
"68924","Axtell",707,14,1.98,14,1.98,15,2.12,23,3.25,35,4.95,49,6.93,57,8.06,64,9.05,68,9.62,71,10.04,74,10.47,77,10.89
"68925","Ayr",273,6,2.20,6,2.20,6,2.20,9,3.30,13,4.76,17,6.23,20,7.33,22,8.06,23,8.42,24,8.79,25,9.16,26,9.52
"68926","Beaver City",336,8,2.38,8,2.38,8,2.38,11,3.27,16,4.76,22,6.55,25,7.44,28,8.33,29,8.63,31,9.23,32,9.52,33,9.82
"68927","Bertrand",618,49,7.93,49,7.93,49,7.93,56,9.06,66,10.68,76,12.30,83,13.43,88,14.24,91,14.72,94,15.21,96,15.53,98,15.86
"68928","Bladen",245,4,1.63,4,1.63,4,1.63,7,2.86,11,4.49,15,6.12,18,7.35,20,8.16,22,8.98,23,9.39,24,9.80,25,10.20
"68929","Bloomington",149,3,2.01,3,2.01,3,2.01,5,3.36,8,5.37,10,6.71,12,8.05,13,8.72,14,9.40,15,10.07,16,10.74,16,10.74
"68930","Blue Hill",649,14,2.16,14,2.16,14,2.16,22,3.39,35,5.39,48,7.40,56,8.63,62,9.55,67,10.32,70,10.79,73,11.25,76,11.71
"68932","Campbell",210,5,2.38,5,2.38,5,2.38,7,3.33,10,4.76,13,6.19,15,7.14,16,7.62,17,8.10,18,8.57,19,9.05,20,9.52
"68933","Clay Center",489,16,3.27,16,3.27,16,3.27,22,4.50,31,6.34,41,8.38,47,9.61,51,10.43,54,11.04,56,11.45,59,12.07,61,12.47
"68934","Deweese",80,2,2.50,2,2.50,2,2.50,3,3.75,5,6.25,6,7.50,7,8.75,8,10.00,9,11.25,9,11.25,9,11.25,10,12.50
"68935","Edgar",388,18,4.64,19,4.90,19,4.90,23,5.93,31,7.99,38,9.79,43,11.08,47,12.11,49,12.63,51,13.14,53,13.66,55,14.18
"68936","Edison",118,2,1.69,2,1.69,2,1.69,4,3.39,6,5.08,8,6.78,10,8.47,11,9.32,12,10.17,12,10.17,13,11.02,13,11.02
"68937","Elwood",1067,26,2.44,27,2.53,27,2.53,39,3.66,58,5.44,78,7.31,90,8.43,100,9.37,106,9.93,111,10.40,115,10.78,120,11.25
"68938","Fairfield",269,9,3.35,9,3.35,9,3.35,13,4.83,18,6.69,23,8.55,27,10.04,29,10.78,31,11.52,32,11.90,34,12.64,35,13.01
"68939","Franklin",546,9,1.65,9,1.65,10,1.83,16,2.93,27,4.95,38,6.96,45,8.24,50,9.16,53,9.71,56,10.26,58,10.62,61,11.17
"68940","Funk",246,2,0.81,2,0.81,2,0.81,4,1.63,8,3.25,12,4.88,15,6.10,17,6.91,18,7.32,19,7.72,20,8.13,21,8.54
"68941","Glenvil",369,13,3.52,13,3.52,13,3.52,17,4.61,23,6.23,30,8.13,35,9.49,38,10.30,40,10.84,42,11.38,43,11.65,45,12.20
"68942","Guide Rock",224,3,1.34,3,1.34,3,1.34,5,2.23,8,3.57,12,5.36,14,6.25,15,6.70,17,7.59,17,7.59,18,8.04,19,8.48
"68943","Hardy",143,0,0.00,0,0.00,0,0.00,1,0.70,3,2.10,6,4.20,7,4.90,9,6.29,9,6.29,10,6.99,11,7.69,11,7.69
"68944","Harvard",573,16,2.79,16,2.79,16,2.79,22,3.84,32,5.58,42,7.33,48,8.38,53,9.25,56,9.77,58,10.12,61,10.65,63,10.99
"68945","Heartwell",115,3,2.61,3,2.61,3,2.61,4,3.48,5,4.35,7,6.09,8,6.96,8,6.96,9,7.83,9,7.83,10,8.70,10,8.70
"68946","Hendley",43,0,0.00,0,0.00,0,0.00,0,0.00,1,2.33,1,2.33,1,2.33,2,4.65,2,4.65,2,4.65,2,4.65,2,4.65
"68947","Hildreth",306,13,4.25,13,4.25,13,4.25,16,5.23,20,6.54,25,8.17,28,9.15,30,9.80,32,10.46,33,10.78,34,11.11,35,11.44
"68948","Holbrook",159,2,1.26,2,1.26,2,1.26,4,2.52,6,3.77,9,5.66,11,6.92,12,7.55,13,8.18,14,8.81,14,8.81,15,9.43
"68949","Holdrege",3344,49,1.47,50,1.50,52,1.56,91,2.72,153,4.58,221,6.61,261,7.81,292,8.73,312,9.33,328,9.81,344,10.29,359,10.74
"68950","Holstein",220,4,1.82,4,1.82,4,1.82,7,3.18,11,5.00,15,6.82,17,7.73,19,8.64,20,9.09,21,9.55,22,10.00,23,10.45
"68952","Inavale",89,0,0.00,1,1.12,1,1.12,1,1.12,3,3.37,4,4.49,5,5.62,6,6.74,6,6.74,7,7.87,7,7.87,7,7.87
"68954","Inland",36,1,2.78,1,2.78,1,2.78,1,2.78,2,5.56,2,5.56,3,8.33,3,8.33,3,8.33,4,11.11,4,11.11,4,11.11
"68955","Juniata",1120,16,1.43,16,1.43,17,1.52,32,2.86,57,5.09,83,7.41,99,8.84,111,9.91,119,10.62,125,11.16,131,11.70,137,12.23
"68956","Kenesaw",595,15,2.52,15,2.52,16,2.69,22,3.70,32,5.38,43,7.23,50,8.40,55,9.24,58,9.75,61,10.25,63,10.59,66,11.09
"68957","Lawrence",261,10,3.83,10,3.83,10,3.83,12,4.60,16,6.13,20,7.66,22,8.43,24,9.20,26,9.96,26,9.96,27,10.34,28,10.73
"68958","Loomis",311,5,1.61,5,1.61,5,1.61,9,2.89,14,4.50,19,6.11,23,7.40,25,8.04,27,8.68,28,9.00,29,9.32,31,9.97
"68959","Minden",2064,31,1.50,32,1.55,34,1.65,65,3.15,113,5.47,167,8.09,199,9.64,223,10.80,239,11.58,252,12.21,264,12.79,276,13.37
"68960","Naponee",126,3,2.38,3,2.38,3,2.38,4,3.17,7,5.56,9,7.14,10,7.94,12,9.52,12,9.52,13,10.32,13,10.32,14,11.11
"68961","Nelson",380,13,3.42,13,3.42,13,3.42,17,4.47,22,5.79,28,7.37,32,8.42,35,9.21,37,9.74,38,10.00,40,10.53,41,10.79
"68964","Oak",88,2,2.27,2,2.27,2,2.27,3,3.41,4,4.55,6,6.82,6,6.82,7,7.95,8,9.09,8,9.09,8,9.09,9,10.23
"68966","Orleans",299,7,2.34,7,2.34,7,2.34,10,3.34,15,5.02,20,6.69,24,8.03,26,8.70,28,9.36,29,9.70,30,10.03,31,10.37
"68967","Oxford",567,13,2.29,13,2.29,14,2.47,20,3.53,31,5.47,42,7.41,49,8.64,54,9.52,58,10.23,60,10.58,63,11.11,66,11.64
"68969","Ragan",35,1,2.86,1,2.86,1,2.86,1,2.86,2,5.71,2,5.71,3,8.57,3,8.57,3,8.57,3,8.57,3,8.57,4,11.43
"68970","Red Cloud",587,22,3.75,22,3.75,22,3.75,29,4.94,39,6.64,51,8.69,57,9.71,63,10.73,66,11.24,69,11.75,71,12.10,74,12.61
"68971","Republican City",207,5,2.42,5,2.42,5,2.42,7,3.38,10,4.83,14,6.76,16,7.73,17,8.21,18,8.70,19,9.18,20,9.66,21,10.14
"68972","Riverton",93,1,1.08,1,1.08,1,1.08,2,2.15,4,4.30,6,6.45,7,7.53,8,8.60,9,9.68,9,9.68,10,10.75,10,10.75
"68973","Roseland",265,5,1.89,5,1.89,5,1.89,8,3.02,12,4.53,16,6.04,19,7.17,21,7.92,22,8.30,23,8.68,24,9.06,25,9.43
"68974","Ruskin",96,0,0.00,0,0.00,0,0.00,1,1.04,2,2.08,4,4.17,5,5.21,6,6.25,6,6.25,6,6.25,7,7.29,7,7.29
"68975","Saronville",94,1,1.06,1,1.06,1,1.06,2,2.13,4,4.26,5,5.32,6,6.38,7,7.45,7,7.45,8,8.51,8,8.51,8,8.51
"68976","Smithfield",95,2,2.11,2,2.11,2,2.11,3,3.16,5,5.26,7,7.37,8,8.42,9,9.47,9,9.47,10,10.53,10,10.53,11,11.58
"68977","Stamford",157,4,2.55,4,2.55,4,2.55,6,3.82,9,5.73,11,7.01,13,8.28,14,8.92,15,9.55,16,10.19,17,10.83,17,10.83
"68978","Superior",1050,14,1.33,14,1.33,15,1.43,29,2.76,51,4.86,76,7.24,90,8.57,101,9.62,109,10.38,114,10.86,120,11.43,126,12.00
"68979","Sutton",897,7,0.78,7,0.78,8,0.89,18,2.01,34,3.79,52,5.80,63,7.02,71,7.92,76,8.47,80,8.92,84,9.36,88,9.81
"68980","Trumbull",223,6,2.69,6,2.69,6,2.69,8,3.59,12,5.38,16,7.17,19,8.52,21,9.42,22,9.87,23,10.31,24,10.76,25,11.21
"68981","Upland",110,3,2.73,3,2.73,3,2.73,4,3.64,5,4.55,7,6.36,8,7.27,8,7.27,9,8.18,9,8.18,10,9.09,10,9.09
"68982","Wilcox",293,1,0.34,1,0.34,1,0.34,5,1.71,11,3.75,17,5.80,21,7.17,24,8.19,26,8.87,28,9.56,29,9.90,31,10.58
"69001","Mc Cook",4925,120,2.44,122,2.48,126,2.56,199,4.04,315,6.40,442,8.97,518,10.52,576,11.70,614,12.47,644,13.08,674,13.69,702,14.25
"69020","Bartley",196,2,1.02,2,1.02,2,1.02,5,2.55,9,4.59,14,7.14,17,8.67,19,9.69,21,10.71,22,11.22,23,11.73,24,12.24
"69021","Benkelman",597,12,2.01,12,2.01,12,2.01,18,3.02,27,4.52,36,6.03,42,7.04,47,7.87,50,8.38,52,8.71,54,9.05,56,9.38
"69022","Cambridge",620,12,1.94,12,1.94,12,1.94,20,3.23,31,5.00,43,6.94,50,8.06,56,9.03,59,9.52,62,10.00,65,10.48,68,10.97
"69023","Champion",264,4,1.52,4,1.52,4,1.52,6,2.27,10,3.79,14,5.30,16,6.06,18,6.82,19,7.20,20,7.58,21,7.95,22,8.33
"69024","Culbertson",580,10,1.72,10,1.72,11,1.90,19,3.28,32,5.52,45,7.76,54,9.31,60,10.34,64,11.03,67,11.55,71,12.24,74,12.76
